,Job_Title,Company,Location,Number_of_Applicants,Description
80,Sr Director of Customer Success -Utah County,Womply,"Utah County, UT, US",Be among the first 25 applicants,"As the Sr Director of Customer Success, you will oversee the customer support team and work directly with the Customer Success Manager. You will be accountable for improving customer retention. You will lead new initiatives that set-up our customers for success and ensure they are receiving value from our product. You will be responsible for defining customer success metrics such as, tickets completed per hour, quality of ticket resolution, and managing a team to deliver to a higher standard. We need someone with experience in tech-touch solutions. You need to have deep tools management experience with tools like, Intercom, Zendesk, Live Chat, Olark, Delighted, and/or GetSatisfaction. We are looking for someone who is ambitious and wants to work in a startup environment to develop world class systems and processes. An ideal candidate will want to eat, sleep, breathe customer happiness and who has the chops to articulate a vision and execute on it. What you get to do every day: Develop and implement processes and best practices associated with Customer Success Contribute to a high customer retention rate by identifying and assessing retention risks and collaborate with internal teams to reduce churn Define and maintain customer satisfaction metrics. Review customer utilization data and identify enhancement opportunities Advocate customer needs internally and work collaboratively with the sales, product and data teams to achieve customer success goals and contribute to overall company objectives Manage customer support team and ensure team is delivering on its key metrics Identify opportunities for increased productivity through automation and tools and implement these solutions. Identify key employees to develop, train and promote What you bring to the role: A deep knowledge of Zendesk A deep knowledge of Natero, Gainsight or similar Customer Success software programs. Implement Tech Touch Solutions? A self-starter with a proven track record of driving customer success and aligning in complex customer environments A willingness to roll up your sleeves and do the detailed work while also maintaining a vision for the larger goal Demonstrated history of data-enabled decision making and prioritization Excited about driving and tracking a consistent customer engagement process Excellent verbal and written communication and presentation skills Excellent people and management skills to interact with colleagues and cross-functional teams and third parties. 8 years of customer success experience and 5 year?s experience leading and managing teams of 5 BS/BA degree Nice to Have: Previous SMB or Consumer-SaaS Experience Competent in running SQL queries and analyzing data sets About Womply: Womply?s mission is to help small businesses thrive in a digital world. Founded in 2011, Womply is the leading provider of data and software to local businesses and the top software partner to the payments industry. Our AI-powered data platform powers our CRM and marketing software, which serves more than 450,000 small businesses in every corner of America. In addition, Womply?s data platform helps innovative developers create more powerful software for businesses and consumers alike.? We?re a fanatically values-based companywith $50 million raisedto accelerate our growth. If you want to make a big impact, let?s talk. We?re hiring in the Bay Area and Lehi, Utah for engineering, DevOps, design, data science, sales, marketing, business development, account management, and more."
81,Software Engineer - Enterprise Reference Data,Goldman Sachs,"Salt Lake City, UT, US",29 applicants,"Goldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment. We are recruiting highly motivated individuals for software development roles on the Enterprise Reference Data Engineering Team, based in New York/SLC/London/Warsaw/Bengaluru/Tokyo.Effectively leveraging financial market data to drive business is the key for successful financial services firm provide to its customers and working with massive volumes of data quickly is a differentiator. It gives firm the opportunity to respond more quickly to changes, gain deeper insights and forecast capabilities. The challenges related to use the data to drive innovation and customer experience are even greater.Our team builds platforms and technology solutions to model, source, and distribute the data including clients, accounts, financial products and prices to all of firm systems. We are an accelerator and enabler for business, making them more effective at managing and optimizing consumption of reference data, abstracting client, market and regulatory changes through innovative solutions.Our team is made of software developers and technical product owners with deep technical skills and an affinity for creating solutions with the potential for enterprise-wide impact.How You Will Fulfill Your Potential RESPONSIBILITIES AND QUALIFICATIONS  You will be part of the technology function for Enterprise Reference Data, focusing on building data sourcing, controls and distribution architecture that enables the business to operate efficiently with the data You should be able to quickly build visualizations on top of MongoDB / Sybase / DB2 / Elastic Search data to meet business needs, as well as be the thought leader to influence functional heads on new and innovate ways to visualize data that will help drive business value You will help design data architecture to enhance existing pipelines as well as build feeds for new data sources You will participate in data architecture decisions and partner with technology teams to implement data products in production systems. You will work closely with business partners and technology leaders to evaluate new BI tools that can further enhance the business’ ability to analyze data You should be able to commercialize data products and influence leadership on the value of these products This is a wide open opportunity for a motivated individual to use their skills to drive change in a high-visibility, challenging environmentSkills And Experience We Are Looking For Bachelor’s degree or higher in Engineering, Computer Science or related disciplines 7+ years of software industry experience with strong analytical and problem solving skills Hands on experience in one of the mainstream programming language (Java, C++, etc.) using object-oriented design techniques and best practices Basic understanding of distributed and scalable system design Experience in working with SQL/NoSQL data stores (e.g. Sybase/MongoDB) Experience of test-driven development, hands on experience with testing frameworks such as JUnit. Proficiency in using advance data structures and algorithms Experience working with business or Clients to transform requirements into software solutions Demonstrable history of successful project delivery Good communication and interpersonal skills.Preferred Qualifications Hands-on experience with the MongoDB or any big data platform and one or more mainstream programming languages (Python, Java, C, Scala, C++, etc.) Experience of working with cloud platform APIs and vendors 2 years’ experience dealing with data (structured or unstructured) 1 years’ experience in fintech industry Experience in designing, building and maintaining distributed and large-scale applications Experience working in a start-up business or a new business line within a larger organization is preferred Experience in building data products from inception to implementation Web services development: RESTful APIs; Swagger; Jersey; Glassfish Hands-on experience working with Linux and basic scripting (Bash)About Goldman SachsThe Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.Â© The Goldman Sachs Group, Inc., 2019. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.Division Engineering"
82,Data Scientist,Degreed,"Salt Lake City, UT, US",Be among the first 25 applicants,"Responsibilities Work as part of a product team to derive data science products that help improve the experience on the platform  Develop full data science pipelines from early proof-of concept models through full-scale training and working with engineers to deploy models to production  Engineer features, build and optimize recommenders, classification models, and semantic graph, and evaluate the feasibility and performance of these models  Assist with text/data classification and categorization  Communicate about data science with a diverse set of stakeholders and development partnersRequirements Hands on (not just academic) experience in applying advanced analytics to solve complex business problems  Proficiency in Python and SQL  Experience with unsupervised and supervised machine learning techniques and methods  Comfortable blending together diverse data sources to create training data for specific problems  Experience processing large-scale data sets  A strong passion for empirical research and for answering hard questions with data.   Excellent written and verbal communication skills. We’re a distributed team and rely on good communication to perform at a high level  Experience working remotely - It takes a self-motivated individual to thrive on a distributed team  You are a lifelong learner and passionate about learning new things and taking on new challengesPreferred Skills Professional experience using unsupervised learning techniques - clustering, word embeddings, dimensionality reduction, etc  Experience in Natural Language Processing (NLP)"
83,Institutional Research Analyst (Executive Intelligence and Qualitative Research),Western Governors University,"Salt Lake City, UT, US",Be among the first 25 applicants,"If you’re passionate about building a better future for individuals, communities, and our country—and you’re committed to working hard to play your part in building that future—consider WGU as the next step in your career.Driven by a mission to expand access to higher education through online, competency-based degree programs, WGU is also committed to being a great place to work for a diverse workforce of student-focused professionals. The university has pioneered a new way to learn in the 21st century, one that has received praise from academic, industry, government, and media leaders. Whatever your role, working for WGU gives you a part to play in helping students graduate, creating a better tomorrow for themselves and their families.About WGU Institutional ResearchThe Institutional Research (IR) department at WGU serves as the heart of research, data analytics, and data-driven decision making at Western Governors University. Our motto is Free the Data. The IR department at WGU is a group of talented data scientists, data engineers, analysts, and researchers who are passionate about helping students reach their highest potential through education. At WGU, the IR team has deep expertise in analytical methods, machine learning, learning analytics, and big data. We are fun loving technical folks with a passion for data science and education.The IR department prides itself in being a collaborative, non-competitive group that is encouraged to innovate and use the data science technologies that are best for each project. Current tool sets of the group include Databricks, Oracle SQL Server, Cognos, Tableau, Python, R, and SAS. The internal career path for this role leads towards roles such as a Senior Data Scientist or IT Manager.About The Executive Intelligence And Qualitative Research TeamThe Executive Intelligence and Qualitative Research Team (X-ST6) in WGU’s Institutional Research department provides actionable, useful, and enlightening analysis supporting executive standard reporting, qualitative research (interviews, surveys), compliance and accreditation, and government reporting. We are a geographically dispersed team of curious, open minded, data driven people who are excited about WGU’s mission to provide affordable, competency based post-secondary education that improve students’ lives. About the Executive Intelligence and Qualitative Research – Research Analyst Position Do you enjoy data analytics? Does the idea of writing fun and complex SQL code bring a smile to your face? Do you get excited creating LOD expressions to make the best data viz ever? Are you detail oriented? Do you enjoy creating well designed purposeful surveys to garner qualitative insights? Are you on Team Cats or Team Dogs? Do you enjoy working with co-workers who have diverse hobbies and will intersperse musical references, unusual vocabulary, or snow sport weekend recaps from time to time in meetings?The WGU Department of Institutional Research (IR) is looking for a research analyst to provide analytic support in the form of translating business questions into technical reporting requirements, writing code to create database objects to support reporting requirements, creating accurate, useful, and timely visualizations, analysis, and reporting for university KPIs and external reporting. This could include day to day activities such as using Tableau to create data visualizations that provide insights into regional partnership development, writing code to use APIs to pull information into a data warehouse, creating machine learning models to identify at risk students, automating government reporting data pulls, developing surveys for student support teams, and collaborating in process improvement sessions.Working Conditions This full-time position would work in-office at our Salt lake City (Utah) headquarters , with a traditional working schedule (Monday-Friday, 8am-5pm MDT) Basic QualificationsBachelor's degree in Statistics, Economics, Computer Science, applied mathematics discipline, business, or other related degrees 1+ years of experience in data analytics or business intelligenceProfessional or project experience in SQL programming ( Oracle PSQL, Postgres, MSQL )Professional or project experience in data visualization (Tableau, PowerBI, Cognos)Preferred QualificationsExperience with time series forecasting and predictive modelingExperience collecting and/or using qualitative data (ex. surveys, focus groups, interviews)Experience in data validation and testing to analyze, debug and fix issuesExperience understanding, manipulating and querying large data sets with complex file structuresExperience using a data warehouseExperience explaining complex data and research issues in a professional manner with technical and non-technical colleaguesExperience using DatabricksExperience in R, Python,.Scala#D&IAs an equal opportunity employer, WGU recognizes that our strength lies in our people. We are committed to diversity."
84,Reporting / Data Analyst,Progrexion,"North Salt Lake, Utah, United States",39 applicants,"The Data Analyst/Reporting Analyst will be responsible for collecting and organizing business data for Lexington Law’s and CreditRepair.com’s communication and credit repair strategies. This position will work collaboratively with the Senior Director of Service Development and Vice President of Credit Repair Services, along with other operation teams, to understand our data and ensure that the functionality and delivery is consistent and effective.ResponsibilitiesProvide information from existing data sources, using a variety of reporting tools for all company divisions.Provide standard and ad-hoc reporting including key performance indicator (KPI) reporting, metrics definition and data collection to support KPIs; creation and maintenance of reports and Dashboards.Manage data to support reporting, including the creation and maintenance of databases, through the use of MS SQL Server 2008/2012, SSRS/SSIS, Visual Basic, Visual Studio, Crystal Reports, and others.QualificationsBachelor’s Degree in Computer Science or related field is preferred.3-5+ years experiencing working with SQL Server.Proficiency and experience with Microsoft SQL Server Reporting Services (SSRS), T-SQL, and other reporting tools.Strong working knowledge business intelligence fundamentals, data reporting, data schemas, building reports, and providing actionable solutions.Experience designing and implementing multidimensional and normalized data models.Ability to establish ODBC connections between different types of databases and platforms.Excellent oral and written communication skills, ability to communicate with people at all levels, strong interpersonal skills, and superior organizational skills.Excellent customer service skills; willing to provide support after normal business hours as needed."
85,Senior Data Scientist,Zions Bancorporation,"Salt Lake City, UT, US",Be among the first 25 applicants,"Senior Data Scientist (Job Number046663 )DescriptionZions Bancorporation is currently looking for an experienced Data Scientist to join our Enterprise Data Science team. This role focuses on delivering insight from data that is actionable and will drive revenue growth, cost reduction, and meet new regulatory requirements. The team works on strategic projects with tactical components that aim to drive all business decisions to be data driven.The Data Scientist will be responsible for end-to-end analytic projects including  The understanding of business and data needs   Discovering, cleaning, and transforming data as needed   Designing and building analytical models   Prototyping   Performing statistical analyses   Providing diagnostic, descriptive, prescriptive, and predictive analytics   Determine opportunities and needs around the use of machine and deep learning for help in prescriptive and predictive analytics, automation, and model training  Qualifications  Bachelor's Degree in Computer Science, Engineering, Statistics or other related area of study   Masters or PhD in Computer Science, Engineering, Statistics or other related area of study is preferred   8+ years' experience preferred   Strong quantitative background with applied statistics skills, such as distributions, statistical testing, regression, etc.   Familiarity with predictive modeling, machine learning, and data mining techniques and algorithms   Software skills   Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirable   Data visualization tools, such as GGplot, Tableau, D3.js   Scripting language experience, such as Java, Perl, PHP, or Python   Proficiency with SQL   Hadoop/Hive/Pig/Spark is a plus   ETL workflows and scheduling is a plus    Strong analytical, organizational, and problem solving skills   Strong interpersonal, presentation, and communication skills, both verbal and written along with an understanding of how to present results such that they are meaningful across multiple levels of management   Ability to function in a consultative role and lead a team or project   Ability to effectively teach and train fellow team members on models, processes or tools   Ability to collaborate and coordinate with multiple teams and team members   Must be able to meet deadlines and work with little or no supervision   Experience in banking or financial services preferred   Experience working with formal project management methodologies or a project management certification preferred  Work LocationsUtah-Salt Lake City-UT - Zions Bancorporation - HDQTRSBusiness OperationsSep 16, 2019"
86,Data Analytics AVP - Business Analytics,Intermountain Healthcare,"Salt Lake City, UT, US",Be among the first 25 applicants,"Job ID: 242763Greater Salt Lake areaDetailsAbout UsBeing a part of Intermountain Healthcare means joining a world-class team of over 37,500 employees and caregivers while embarking on a career filled with opportunities, strength, innovation, and fulfillment. Our mission is: Helping people live the healthiest lives possible.Our patients deserve the best in healthcare, and we deliver.To find out more about us, head to our career site here.Job DescriptionThe Data Analytics Assistant Vice President defines and implements analytics strategy for Analytics function in alignment with system-wide strategies defined by the Executive Leadership Team for one or more of the major areas of focus for Intermountain Analytics (Clinical, Business, Healthcare Delivery, or Analytics Services). The Analytics executive has a broad portfolio and is responsible for leading analytics teams for a defined area of focus. This position oversees prioritization, budgeting, and execution of analytics initiatives. This leader defines the agenda for the area of focus and the Analytics Governance group. The AVP works collaboratively with senior leaders to define next generation analytic tools and solutions for those groups and expand to the organization. This leader is accountable for value creation of analytics within the portfolio. This key leader has a deep understanding of area of focus or related field. The AVP defines key analytics strategies in alignment with system priorities for each of the functional areas in their portfolio. As an analytics leader, this position is accountable for driving a culture of safety, accountability and engagement by ensuring work focuses on patient safety, creating a positive work environment, celebrating team's successes, developing new leaders and leading by example.PurposeThe AVP over Business Analytics defines and implements analytics strategy for Business Analytics function in alignment with system-wide strategies defined by the Executive Leadership Team. The Business Analytics executive will have a broad portfolio and be responsible for leading analytics teams for the following areas: Marketing & Consumer Experience, Decision Support, Supply Chain, HR, Community Health, Strategy Office, Compliance, Risk Management, and more. This position will oversee prioritization, budgeting, and execution of analytics initiatives. This leader will define the agenda for the Shared Services Analytics Governance group and work collaboratively with senior leaders to define next generation analytic tools and solutions for those groups and expand to the organization. This leader will be accountable for value creation of analytics in their portfolio.ScopeThis key leader needs to have a deep understanding of analytics in Marketing, Finance, Supply Chain, HR, Strategy Office, and more. They will define key analytics strategies in alignment with system priorities for each of the functional areas in their portfolio. This position will report to Intermountain Healthcare’s Chief Analytics Officer (CAO). They will be responsible to drive adoption, define the product portfolio strategy in partnership with the Director of Product Management, and ensure data platform strategies are in place to support growth and needs for the future. They will manage relationships with key senior leaders at Intermountain, including Finance VP’s and CFO’s, Supply Chain VP, HR Senior Leadership, SVP of Community Health and more. This role will have oversight of several data and information management leaders and technical professionals including Data Analysts, Data Scientists, and BI Professionals.Essential Job Duties 1. Works with Chief Analytics Officer (CAO) and other key leaders to define a vision and strategy establishing the major area of focus within analytics as a competitive advantage for Intermountain Healthcare. 2. Ensures that Analytics resources are being deployed to support Intermountain leaders and projects of greatest strategic value to the organization. 3. Deploys data and financial analysis to support our key strategic initiatives. 4. Develops financial models to assess the profitability of proposed business initiatives. 5. Maintains a thorough understanding of the competitive landscape, including industry trends, strengths, weaknesses, etc., to aid in identifying business opportunities. 6. Creates ad-hoc analyses to improve efficiency and drive organizational strategy. 7. Designs and creates management dashboards with key KPIs to measure and track success. 8. Monitors feedback and success metrics and provides recommendations on future courses of action. 9. Establishes a high-performance, high-engagement culture which celebrates and encourages diversity. 10. Reports the value and ROI of Business Analytics initiatives. 11. Identifies emerging practices and technologies such as machine learning, AI, NLP, to increase the value of analytic output. 12. Promotes data-driven decision making and a data savvy culture throughout the organization. 13. Leads key managers and directors in functional areas to deliver on service promise, key SLA?s, and ensures a high NPS for customers served. 14. Plans and manages the daily operations within the parameters of departmental operating and capital budgets. 15. Directs the work of employees for area of accountability, including staffing, goal setting, coaching and mentoring, employee recognition and training, and performance management to include addressing performance concerns through corrective action. 16. Manages customer, stakeholder, and vendor relationships and expectations. Focuses on solutions and strategies that create win / win situations both inside and outside of the organization. 17. Regularly communicates with staff through huddles, team meetings, individual one on one meetings, rounding and skip level interviews as appropriate, and manages resource allocation to projects to ensure timely delivery within budget and according to requirements. Posting Specifics Wage: commensurate with experience Benefits Eligible: Yes Shift Details: Full Time Department: Enterprise Analytics Minimum Requirements Master's degree in business administration, computer science, information management or Data-related field. Education must be obtained through an accredited institution. Degree will be verified.or Advanced Clinical degree (e.g., MD, DO, PharmD, MSN) with advanced training in analytics principles and processes, such as medical informatics. Clinical incumbents whose specialty require licensure (e.g. Pharmacists, Registered Nurses, Respiratory Therapists) must hold current state licensure. Ten years of related experience, such as analytics business management, legal, financial or information or IT management, recently at or near the executive level and related to one of the Analytics areas of focus listed above. Five years of progressive leadership experience in leading cross-functional teams and enterprise-wide programs, operating and influencing effectively across the organization and within complex contexts. Five years of experience in information-intensive industries or digitally advanced enterprises requiring a strong business enterprise knowledge. Experience in integrating complex cross-corporate processes and data models or designing strategic metrics and scorecards. Experience using word processing, spreadsheet, database, internet, and e-mail and scheduling applications. Experience in a role requiring effective verbal, written, and interpersonal communication skills.  Physical Requirements Interact with others requiring the employee to communicate information. Operate computers and other IT equipment requiring the ability to move fingers and hands. See and read computer monitors and documents. Remain sitting or standing for long periods of time to perform work on a computer, telephone, or other equipment.  Preferred Qualifications Experience directly managing analytics teams in one of these areas: Clinical, Business, Healthcare Delivery, or Analytics Services. Operational or Clinical Experience in one of the areas of focus listed above. Experience with Product Development and Agile Development methodologies. Experience with Data Warehousing and Business Intelligence methodologies. Experience with applied advanced analytics to drive workflow enhancement. Master's degree in information management or Data-related field or equivalent Clinical Education.  Please NoteAll positions subject to close without notice. Intermountain Healthcare prohibits discrimination on the basis of race, ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veteran status, disability and/or genetic information."
87,Data Scientist,Inside Real Estate,"Draper, UT, US",26 applicants,"We are looking for an experienced Data Scientist to establish the foundation of our Data Science group. Inside Real Estate, one of the top 5 fastest growing companies in Utah, powers over 200,000 residential real estate agents and their day-to-day business. We have billions of data points of interactions between agents and consumers, and are looking for our first Data Scientist to help us take our insights from this data to the next level.This role will work across our product and business teams to help identify, and then execute, opportunities to gain greater insight on behalf of our brokers, agents, teams and their customers from this data. We specifically believe there are large opportunities to help coach agents to be more successful with our platform, drive closer relationships between agents and their customers, and gain insight into our own relationships with our agent and brokerage customers.While establishing our ML practice will be a key part of this role, we believe that a successful candidate will be curious about our data and work to drive value pragmatically, whether that is through rigorous analysis, better algorithms or fully productized ML pipelines.What You Will Do  Work across our organization to identify opportunities where better data insight can drive value for our customers and our business   Perform analysis and establish the best method for executing business goals related to data insights   Execute projects to provide data insight, including establishing and testing ML models and pipelines   Work with our Data Management team members to ensure data pipelines and availability allow for project execution   Work with our Product Management and Engineering teams to productize data insights   Join a tightly knit team solving hard problems the right way   Own meaningful parts of our service, have an impact, grow with the company  RequirementsWhat We're Looking For  You enjoy wrangling huge amounts of data and exploring new data sets   Experience with productizing ad-hoc research and analysis and operating ML pipelines in production environments at scale   Experience with data exploration tools like Kibana, and machine learning tools like R and Python   Advanced knowledge and experience with querying languages (SQL, etc.)  Ability to apply advanced statistical modeling techniques to solve problems   Ability to craft rigorous research approaches, working across business stakeholders and engineering managers to deliver business impact   You want to work in a fast, high growth startup environment that respects its engineers and customers  Benefits  Medical Insurance   Dental Insurance  401k   Vision, Life, Accident, Disability, etc..."
88,Data Scientist,SpotX,"Salt Lake City, UT, US",Be among the first 25 applicants,"Join SpotX as a Data Scientist. SpotX, an RTL Group company, is the leading video advertising platform unifying TV and digital video globally.How you'll make an immediate impact: Research and experiment with different machine learning algorithms and techniques for pattern analysis, statistical modeling, feature engineering and predictive model building Prototype and produce the developed Machine Learning solutions Work with engineers to make sure the models scale well on high volumes of data Use Hive, Scala, Java or Python to utilize Hadoop/Spark to process large-scale datasets Able to identify, analyze, and interpret trends or patterns in complex log-based data sets Explore and interpret data, analyze results using statistical techniques Use big data skills to bring high volumes of data and data modeling together Awareness of priorities of client-driven and internal projects Partner with Data Engineers to get projects into production Conduct and participate in design and code reviews for data science projects What we're looking for: Masters or PhD degree in a quantitative field (e.g. mathematics, statistics, computer science or engineering) 3+ years’ experience working for a technology company Expertise in Machine Learning and data science Strong CS fundamentals, such as algorithms and data structures Proficient in Python Experience with Jupyter Notebooks Previous experience reading and writing data from SQL, Spark, Hadoop, Hive, and similar Experience with streaming and batch big data workloads Experience with Version Control such as git Comfortable working in a Linux/Mac development environment Ideally able to code in GoLang, Java, C++ or other production software platforms When you join our team, we offer: A fast-paced, innovative company building best-in-class technology from 12 offices around the world A fun, casual, and collaborative culture with a commitment to work-life balance Unlimited PTO (work it out with your team first!), company closed from Christmas to New Years Comprehensive Benefits Package includes Medical, Dental, Vision, 401k matching program and education assistance Gym reimbursement, charitable donation matching program SpotX Core Values:  Customer Service, Integrity, Respect, Initiative, Collaboration, Innovation and Adaptability Visit our About Us page to learn more."
89,Machine Learning Software Engineer Summer Intern - Undergrad,Proofpoint,"Draper, UT, US",Over 200 applicants,"It's fun to work in a company where people truly BELIEVE in what they're doing!We're committed to bringing passion and customer focus to the business. Become a Superhero-In-Training The Machine Learning Products and Services team is uniquely positioned to take a new product or service idea that utilizes the latest machine learning techniques from concept to deployment. We work directly with our data science team to build these products and services. These products are designed to protect our customers from the latest security threats and to save them money by streamlining their day to day operations.Our projectschange over time and so there is no guarantee that what we are working on today will still be our focus next summer. However, the current project would be to assist our senior engineers create a highly-scaled system that monitors potentially millions of email messageson a daily basis.Your Current Super-Skills Good software engineering and design skills  Knowledge of data structures and algorithms  Familiarity with unit and system level testing  Comfortable working in Python and/or Java  Your Superhero Profile You have the ability and interest in working   full time   (40 hours/week)   onsite     in our  Draper   office  . You are currently pursuing an   undergraduate degree   (2019  new college grads also eligible), and are successfully maintaining an above average GPA, preferably 3.0 or higher. This summer internship is scheduled to run for 11 weeks from June – August 2020.   Launch your #LifeAtPFPT As a customer focused and driven-to-win organization with leading edge products, there are many exciting reasons to join the Proofpoint team. We believe in hiring the best the brightest and cultivating a culture of collaboration and appreciat ion. Our interns are highly valued, and we strive to ensure all interns are provided with a meaningful work experience, as well as projects that are relevant to our interns’ interests. As we continue to grow and expand globally, we understand that hiring the right people and treating them well is key to our success! We are a multi-national company with locations in 10 countries, with each location contributing to Proofpoint’s amazing culture!If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
90,Statistical Analyst,The Job Network,"Salt Lake City, UT, US",Be among the first 25 applicants,"OverviewAre you ready to join an organization where you can be a relentless force for a world of longer, healthier lives?Envision all Americans enjoying ideal cardiovascular health free of heart disease and stroke. At the American Heart Association and American Stroke Association, we get to work toward that goal every single day. Is it easy? No. Is it worthwhile? you bet!This is satisfying work that makes a real difference in people's lives. You can achieve professional growth with personal fulfillment. You will connect with people and make a lifesaving impact. You will partner with individuals, schools, lawmakers, healthcare providers and others to ensure everyone has access to healthier lifestyle choices and proper healthcare.ResponsibilitiesThe American Heart Association (AHA) has an excellent opportunity for a Statistical Analyst in our National Center office located in Dallas, Texas (remotehome based is acceptable)This role plays an integral part in supporting the daily functions of the Centers for Health Metrics and Evaluation. Responsibilities include performing statistical modeling and analysis of multi-level data sets in order to predict or report outcomes of AHA programs and research. Additional responsibilities include organization, analysis, and reporting of data collected from various sources, including AHA program data and national health surveillance data as well as applying various visualization and business intelligence tools to provide understanding and communicate data to support organizational decision making.Essential Job DutiesConducts data analysis with quantitative and qualitative data. Analyzes data using a variety of statistical methods such as, logistic and linear regression; GEE or random effects models for longitudinal or multilevel analysis, latent class group-based analyses, and analysis of missing data. Develops summary reports that include interpretation of findings.Assists in the management of studies conducted internally, such as those to evaluate AHA's programs and media campaigns. Assists in the management of studies conducted in collaboration with external partners and government collaborators, such as projects to develop external campaigns.Prepares statistical reports for ongoing scientific investigations and presentations, prepares program evaluation reports to inform recommendations for quality improvement; develop factsheets and brief reports to substantiate facts for all AHA activities.Develops and manages data dictionaries and documentation of data reporting standards. Oversees quality control of data collection and database management.Develops logical data models, documentation, and specifications for information systems, and decision support systems (e.g. My Life Check recommendations engine.Coordinates with program implementers to develop and optimize systems for data collection across the entire program lifecycle (planning, implementation, and evaluation.Develops interactivedynamic dashboards with tools like Tableau and R.Want to help get your resume to the top? Take a look at the experience we require:QualificationsMaster's Degree in Biostatistics, Epidemiology, Public Health (MS, MPH, MPP, MSPH) or a related field of study.Minimum of three (3) years of POST Degree experience in statistical analysis and modeling which includes hypothesis.Proficiency in statistical programming (SAS, STATA or similar.Proficiency in building, implementing and supporting Tableau data visualizations.Proficient with database management and analytic tools and languages supporting data analysis and reporting - R, Python, SQL, and Excel.Effective skills in project management, preferably in health program evaluation.Ability to work collaboratively and independently.Proficiency in database development, management, and quality control methods.Excellent written communication skills with a focus on interpretation of statistical output appropriate for a variety of audiences.Here are some of the preferred skills we are looking for:Candidate has an interest in tobacco control, media campaigns, cardiovascular or brain health promotions.Effective writing skills for different audiences (scientific, media, lay, etc.Experience with analysis of data focused on cardiovascular disease epidemiology or similarrelated chronic disease.Experience in Business Intelligence tools like Anteryx, Qlikview, Tableau and other data science certifications.So, are you ready to work for the largest voluntary health organization dedicated to fighting heart disease, stroke and other cardiovascular diseases?Click on New Resume (or Existing Resume if you have previously applied to AHA positions) to submit your online application. Only those deemed most qualified will be contacted to interview.At American Heart Association | American Stroke Association, diversity, inclusion, and equal opportunity applies to both our workforce and the communities we serve as it relates to heart health and stroke prevention.to see other opportunities.Be sure to follow us on Twitter #TheAHALifeEOE Protected VeteransPersons with DisabilitiesLocation US-TX-DallasPosted Date 1 day ago (******** 1:28 PM)Requisition ID 2019-5525Job Family Group Science and ResearchJob Category Science & ResearchAdditional Locations US-AnywhereUS-AnywhereLocation: Salt Lake City,UTPandoLogic. Keywords: Statistical Analyst, Location: Salt Lake City, UT - 84105"
91,Director of Data Science and Analytics,The Job Network,"Salt Lake City, UT, US",Be among the first 25 applicants,"OODA Health is a rapidly growing start-up with offices in SLC & SF. We are well-funded with strong investor backing by two of the most prestigious VC firms in healthcare. If you are interested in solving major problems in healthcare payments please keep reading…We are looking for an experienced manager and leader to lead our Data Science and Analytics teams, and to help us discover and extract information from data in claims, EHRs, and other healthcare-related data sets. The work will support information insights, discovery, and construction of predictive analytics and automation products.Your primary focus will be working closely with clients and internal stakeholders throughout the company to understand problems and shape investigations so as to create significant value, and then guiding and supporting a team to deliver that value.ResponsibilitiesWork with the team and the company to find the highest value analyses and modelsProvide regular feedback and learning opportunities for our team to growExtending company’s data with third party sources of information when neededEnhancing data collection procedures to include information that is relevant for building analytic systemsBuild long term strategies for proper management, accessibility, and utility of our dataBuild tools and processes to facilitate rapid delivery of accurate, clear, and useful reportsGuide product, engineering, and other teams to gather data well and to interpret and use analytics appropriatelySkills And QualificationsExcellent understanding of learning algorithms and approaches to building models from dataUnderstanding of the methods in machine learning such as k-NN, Naive Bayes, SVM, Decision Forests, etc.Experience with common data science toolkits, such as R, H2O, Python libraries, Spark-ML, MatLab, etc.Great communication skillsExperience with data visualization tools, such as D3.js, GGplot, etc.Proficiency in using query languages such as SQL, Hive, Pig and analytics platforms such as SLOR or Elastic SearchExperience with NoSQL databases, such as MongoDB, Cassandra, HBaseGood applied statistics skills, such as distributions, statistical testing, regression, etc.Experience managing substantial code basesData-oriented personalityFormal training in Computer Science, Engineering, or other relevant fieldFamiliarity with Healthcare datasets and business models a plusPandologic. Keywords: Data Science Director, Location: Salt Lake City, UT - 84105"
